id,text,autor
444,If we could read the secret history of our enemies we should find in each man's life sorrow and suffering enough to disarm all hostility.,Henry Wadsworth Longfellow.
445,Where it is a duty to worship the sun it is pretty sure to be a crime to examine the laws of heat.,John Morley.
446,The Church says that the earth is flat but I know that it is round for I have seen its shadow on the moon and I have more faith in a shadow than in the Church.,Ferdinand Magellan - (disputed).
447,A casual stroll through the lunatic asylum shows that faith does not prove anything.,Nietzsche.
448,Humanity without religion is like a serial killer without a chainsaw.,Unknown.
449,In all the disputes which have excited Christians against each other Rome has invariably decided in favor of that opinion which tended most towards the suppression of the human intellect and the annihilation of the reasoning powers.,Voltaire.
450,Humanity has advanced when it has advanced not because it has been sober responsible and cautious but because it has been playful rebellious and immature.,Tom Robbins.
451,The most detestable wickedness the most horrid cruelties and the greatest miseries that have afflicted the human race have had their origin in this thing called revelation or revealed religion.,Thomas Paine.
452,I have seldom met an intelligent person whose views were not narrowed and distorted by religion.,James Buchanan.
453,Fascism is capitalism in decay.,Vladimir Ilyich Lenin.
454,Giving money and power to government is like giving whiskey and car keys to teenage boys.,P. J. O'Rourke.
455,The police are not here to create disorder. They're here to preserve disorder.,Ex-Chicago Mayor Daley during the 1968 riots.
456,We need a common enemy to unite us.,Condoleezza Rice
457,I don't know that atheists should be considered citizens nor should they be considered patriots. This is one nation under God.,President George Bush
458,Peace is over rated. Any slave can have peace. Just pick the cotton.,TheSong.
459,Pain is certain suffering is optional.,Buddha.
460,When did I realize I was God? Well I was praying and I suddenly realized I was talking to myself.,"Jack Gurney - ""The Ruling Class""."
461,Could a being create the fifty billion galaxies each with two hundred billion stars then rejoice in the smell of burning goat flesh?,Ron Patterson.
462,The United States is in no sense founded upon the Christian doctrine.,George Washington Administration Treaty.
463,In the end we will remember not the words of our enemies but the silence of our friends.,Martin Luther King
464,You're not to be so blind with patriotism that you can't face reality. Wrong is wrong no matter who does it or says it.,Malcolm X.
465,The great nations have always acted like gangsters and the small nations like prostitutes.,Stanley Kubrick.
466,The Pope!?! How many divisions has he got?,Joseph Stalin.
467,Science has done more for the development of western civilization in one hundred years than Christianity did in eighteen hundred years.,Jeff Burroughs.
468,It is my conviction that killing under the cloak of war is nothing but an act of murder.,Albert Einstein.
469,Americans used to roar like lions for liberty; now we bleat like sheep for security.,Norman Vincent Peale.
679,The best way to make children good is to make them happy.,Oscar Wilde.
680,The minority the ruling class at present has the schools and press usually the Church as well under its thumb. This enables it to organize and sway the emotions of the masses and make its tool of them.,Albert Einstein.
681,All civilization has from time to time become a thin crust over a volcano of revolution.,Havelock Ellis.
682,Outside of the killings Washington has one of the lowest crime rates in the country.,Marion Barry
683,When I told the people of Northern Ireland that I was an atheist a woman in the audience stood up and said 'Yes but is it the God of the Catholics or the God of the Protestants in whom you don't believe?',Quentin Crisp.
684,Whatever the natural cause sin is the true cause of all earthquakes.,John Wesley.
685,Anyone who has two shirts when someone has none is not a Christian.,Lenny Bruce.
686,Generosity is not giving me that which I need more than you do but it is giving me that which you need more than I do.,Kahlil Gibran.
687,You exist only in what you do.,Federico Fellini.
688,All truth passes through three stages. First it is ridiculed. Second it is violently opposed. Third it is accepted as being self-evident.,Arthur Schopenhauer.
689,Kindness is more important than wisdom and the recognition of this is the beginning of wisdom.,Theodore Isaac Rubin.
690,You can't say civilizations don't advance because they kill you in a new way in each war.,Will Rogers.
691,In order to be an immaculate member of a flock of sheep one must above all be a sheep oneself.,Albert Einstein.
692,The church tries to save sinners but science seeks to stop their manufacture.,Elbert Hubbard.
693,I can't embrace a male god who has persecuted female sexuality throughout the ages; and that persecution still goes on today  all over the world.,Amanda Donohoe.
694,Any fool can make a rule and any fool will mind it.,Henry David Thoreau.
695,Pontius Pilate was the first great censor and Jesus Christ the first great victim of censorship.,Ben Lindsay.
696,We are what we think. All that we are arises with our thoughts. With our thoughts we make the world.,Buddha.
697,I thought dying for your country was the worst thing that could happen to you. I think killing for your country can be a lot worse; because that's the memory that haunts.,Bob Kerry told to The New York Times.
